Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134342,666,,2449,651.73,17.43087647,0.026745549
20221221_134342,663,,2450,651.58,17.31011265,0.026566366
20221221_134342,651,,2451,651.5,17.2612136,0.026494572
20221221_134343,677,,2452,651.34,17.22766157,0.026449568
20221221_134343,669,,2453,650.93,17.71677,0.027217627
20221221_134343,672,,2454,650.48,17.6191356,0.02708636
20221221_134343,687,,2455,649.9,17.95476921,0.027626972
20221221_134343,684,,2456,649.44,17.97209959,0.027673226
20221221_134343,669,,2457,648.76,17.82242374,0.027471521
20221221_134343,671,,2458,648.17,17.61946525,0.027183401
20221221_134343,661,,2459,647.9,17.503535,0.027015797
20221221_134343,654,,2460,647.61,17.3565666,0.026800955
20221221_134343,645,,2461,647.65,17.39230934,0.026854488
20221221_134343,653,,2462,647.6,17.38105319,0.02683918
20221221_134343,640,,2463,647.74,17.41624691,0.026887713
20221221_134343,612,,2464,647.61,17.4251038,0.026906786
20221221_134343,621,,2465,647.74,17.41624691,0.026887713
20221221_134343,625,,2466,647.93,17.1235882,0.026428145
20221221_134343,683,,2467,647.95,17.09295738,0.026380056
20221221_134343,678,,2468,648.08,16.9656099,0.026178265
20221221_134343,657,,2469,647.7,16.59712766,0.025624715
20221221_134344,646,,2470,647.34,16.32140566,0.025213034
20221221_134344,655,,2471,647.08,16.37297601,0.025302862
20221221_134344,638,,2472,646.77,16.68414538,0.025796103
20221221_134344,669,,2473,646.33,17.04127787,0.026366218
20221221_134344,644,,2474,646.33,17.04127787,0.026366218
20221221_134344,654,,2475,645.97,16.93746967,0.026220211
20221221_134344,646,,2476,645.94,16.94364992,0.026230997
20221221_134344,657,,2477,645.63,17.07775149,0.026451298
20221221_134344,649,,2478,645.36,17.28403245,0.026782001
20221221_134344,640,,2479,645.18,17.25529051,0.026744925
20221221_134344,674,,2480,645.08,17.26190411,0.026759323
20221221_134344,658,,2481,645.13,17.25428069,0.026745432
20221221_134344,653,,2482,644.95,17.04265297,0.026424766
20221221_134344,648,,2483,644.78,16.9958878,0.026359204
20221221_134344,660,,2484,644.64,16.98515097,0.026348273
20221221_134344,658,,2485,644.65,16.98744337,0.026351421
20221221_134344,652,,2486,644.22,17.13852062,0.026603521
20221221_134344,682,,2487,643.96,17.12457033,0.026592599
20221221_134345,647,,2488,643.81,17.11912806,0.026590342
20221221_134345,653,,2489,643.39,16.68235322,0.025928835
20221221_134345,661,,2490,643.43,16.69588651,0.025948256
20221221_134345,645,,2491,643.32,16.66841203,0.025909986
20221221_134345,668,,2492,643.16,16.57350935,0.025768875
20221221_134345,664,,2493,643.18,16.57695857,0.025773436
20221221_134345,673,,2494,642.95,16.38758769,0.025488121
20221221_134345,661,,2495,642.9,16.33024089,0.025400904
20221221_134345,647,,2496,642.38,16.1893967,0.025202212
20221221_134345,666,,2497,642.18,16.08021559,0.025040044
20221221_134345,641,,2498,641.96,16.16388292,0.025178957
20221221_134345,630,,2499,641.69,15.9827527,0.02490728
20221221_134345,628,,2500,641.84,16.04647291,0.025000737
20221221_134345,634,,2501,642.03,16.01732332,0.024947936
20221221_134345,633,,2502,642.22,15.96181048,0.024854116
20221221_134345,651,,2503,642.29,15.94073304,0.024818591
20221221_134345,662,,2504,642.41,15.9152395,0.024774271
20221221_134345,649,,2505,642.25,15.90843433,0.024769847
20221221_134346,645,,2506,642.17,15.82802463,0.024647717
20221221_134346,647,,2507,642.28,15.91396058,0.024777294
20221221_134346,633,,2508,642.28,15.91396058,0.024777294
20221221_134346,672,,2509,642.21,15.90838353,0.024771311
20221221_134346,633,,2510,642.27,15.88459326,0.024731956
20221221_134346,642,,2511,642.03,15.60979685,0.024313189
20221221_134346,672,,2512,641.93,15.7,0.024457495
20221221_134346,632,,2513,642.02,15.72617968,0.024494844
20221221_134346,649,,2514,641.54,15.53322929,0.02421241
20221221_134346,658,,2515,641.41,15.667695,0.024426958
20221221_134346,623,,2516,641.19,15.71443074,0.024508228
20221221_134346,617,,2517,641.05,15.62526767,0.024374491
20221221_134346,631,,2518,641.25,15.51953803,0.024202009
20221221_134346,647,,2519,641.29,15.46145092,0.024109921
20221221_134346,644,,2520,641.16,15.60284874,0.024335343
20221221_134346,639,,2521,640.86,15.77686582,0.024618272
20221221_134346,625,,2522,640.54,16.0349492,0.025033486
20221221_134346,689,,2523,640.4,16.10947397,0.025155331
20221221_134347,644,,2524,640.34,16.17843683,0.025265385
20221221_134347,655,,2525,639.49,15.82511429,0.024746461
20221221_134347,632,,2526,639.4,15.82479834,0.02474945
20221221_134347,678,,2527,638.88,16.15785764,0.025290912
20221221_134347,649,,2528,638.61,16.49603258,0.025831153
20221221_134347,680,,2529,637.98,16.17641381,0.025355675
20221221_134347,660,,2530,637.64,16.29929663,0.025561911
20221221_134347,677,,2531,637.21,15.72766654,0.024682077
20221221_134347,657,,2532,636.73,15.75754108,0.024747603
20221221_134347,666,,2533,636.06,15.44937644,0.024289181
20221221_134347,642,,2534,635.71,15.36643003,0.024172075
20221221_134347,642,,2535,635.21,15.18325433,0.023902732
20221221_134347,637,,2536,634.92,15.32851044,0.024142428
20221221_134347,642,,2537,634.74,15.35020153,0.024183448
20221221_134347,637,,2538,634.37,15.73624459,0.024806098
20221221_134347,643,,2539,634.25,15.72322158,0.024790259
20221221_134347,623,,2540,634.14,15.74225479,0.024824573
20221221_134348,603,,2541,633.79,15.93122529,0.025136442
20221221_134348,645,,2542,634.03,15.94780312,0.025153073
20221221_134348,646,,2543,634.31,15.64033571,0.024657243
20221221_134348,641,,2544,634.14,15.61533822,0.024624433
20221221_134348,663,,2545,634.1,15.58975317,0.024585638
20221221_134348,652,,2546,634.06,15.57699677,0.024567071
20221221_134348,654,,2547,633.57,15.42741558,0.024349978
20221221_134348,658,,2548,633.47,15.33890215,0.024214094
20221221_134348,658,,2549,633.45,15.31314547,0.024174198
20221221_134348,647,,2550,633.38,15.21547591,0.024022666
20221221_134348,610,,2551,632.97,15.09729724,0.023851521
20221221_134348,632,,2552,632.92,15.05859263,0.023792253
20221221_134348,611,,2553,633.16,14.87980124,0.023500855
20221221_134348,626,,2554,633.1,14.8966134,0.023529637
20221221_134348,619,,2555,633.23,14.75788096,0.02330572
20221221_134348,625,,2556,633.25,14.74933657,0.023291491
20221221_134348,642,,2557,633.03,15.1233681,0.023890445
20221221_134348,642,,2558,633.13,15.10278254,0.023854157
20221221_134349,665,,2559,632.83,15.22229558,0.02405432
20221221_134349,649,,2560,632.65,15.21918977,0.024056255
20221221_134349,659,,2561,632.1,15.03094451,0.023779377
20221221_134349,640,,2562,631.77,15.01840958,0.023771957
20221221_134349,653,,2563,631.26,14.95016638,0.023683057
20221221_134349,631,,2564,630.99,15.03430085,0.023826528
20221221_134349,623,,2565,630.58,14.98698425,0.023766983
20221221_134349,638,,2566,630.42,15.06764545,0.023900964
20221221_134349,645,,2567,630.22,15.29810182,0.024274225
20221221_134349,642,,2568,630.05,15.30522787,0.024292085
20221221_134349,631,,2569,629.63,15.46625848,0.024564043
20221221_134349,615,,2570,629.23,15.65915681,0.024886221
20221221_134349,611,,2571,628.93,15.91026287,0.025297351
20221221_134349,638,,2572,628.99,15.86845865,0.025228475
20221221_134349,633,,2573,629.23,15.77483932,0.025070069
20221221_134349,641,,2574,628.86,15.9993813,0.025441881
20221221_134349,623,,2575,628.78,15.99847215,0.025443672
20221221_134349,619,,2576,628.65,15.95091904,0.02537329
20221221_134350,639,,2577,628.67,15.945016,0.025363094
20221221_134350,639,,2578,628.5,16.1386042,0.02567797
20221221_134350,645,,2579,628.41,16.10451659,0.025627403
20221221_134350,656,,2580,628.13,16.16184245,0.025730092
20221221_134350,641,,2581,628.04,16.09185753,0.025622345
20221221_134350,639,,2582,627.82,15.85437517,0.025253058
20221221_134350,649,,2583,627.57,15.84154811,0.025242679
20221221_134350,617,,2584,627.24,15.94442368,0.025419973
20221221_134350,632,,2585,626.86,15.87324793,0.025321839
20221221_134350,637,,2586,626.81,15.91244669,0.025386396
20221221_134350,640,,2587,626.53,16.06580848,0.025642521
20221221_134350,651,,2588,626.67,16.21824325,0.025880038
20221221_134350,642,,2589,626.48,16.17172992,0.025813641
20221221_134350,645,,2590,626.15,16.00213054,0.025556385
20221221_134350,647,,2591,625.75,16.10155586,0.025731611
20221221_134350,645,,2592,625.28,16.21950441,0.025939586
20221221_134350,659,,2593,625.12,16.08140905,0.025725315
20221221_134350,621,,2594,624.99,15.97124626,0.025554403
20221221_134351,641,,2595,624.65,15.5974454,0.024969896
20221221_134351,625,,2596,624.71,15.59480294,0.024963268
20221221_134351,639,,2597,624.5,15.51441168,0.024842933
20221221_134351,656,,2598,624.65,15.59161585,0.024960563
20221221_134351,649,,2599,624.56,15.53381453,0.024871613
20221221_134351,647,,2600,624.6,15.62049935,0.025008805
20221221_134351,641,,2601,624.44,15.44904953,0.024740647
20221221_134351,645,,2602,624.25,15.28475506,0.02448499
20221221_134351,635,,2603,624.15,15.2065742,0.024363653
20221221_134351,654,,2604,624.03,15.08725799,0.024177136
20221221_134351,660,,2605,623.75,15.14133749,0.024274689
20221221_134351,645,,2606,623.45,14.82992811,0.023786876
20221221_134351,640,,2607,622.89,14.48921229,0.02326127
20221221_134351,639,,2608,622.52,14.39099045,0.023117314
20221221_134351,648,,2609,622.32,14.28418635,0.022953121
20221221_134351,623,,2610,622.21,14.19652468,0.022816291
20221221_134351,651,,2611,621.8,14.03530901,0.022572063
20221221_134352,624,,2612,621.63,14.12330619,0.022719795
20221221_134352,619,,2613,621.28,13.81850611,0.022241994
20221221_134352,627,,2614,620.89,14.2834898,0.023004864
20221221_134352,644,,2615,620.86,14.29064821,0.023017505
20221221_134352,643,,2616,620.66,14.34370308,0.023110404
20221221_134352,621,,2617,620.79,14.61374405,0.02354056
20221221_134352,618,,2618,620.87,14.75774407,0.023769459
20221221_134352,617,,2619,621.07,14.89441289,0.023981859
20221221_134352,612,,2620,621.14,14.89628792,0.023982175
20221221_134352,625,,2621,621.12,14.90324349,0.023994145
20221221_134352,619,,2622,621,15.0252313,0.024195219
20221221_134352,604,,2623,621.12,15.10520681,0.024319305
20221221_134352,635,,2624,621,15.16974661,0.024427933
20221221_134352,603,,2625,621.03,15.13872217,0.024376797
20221221_134352,605,,2626,620.81,15.09344295,0.0243125
20221221_134352,615,,2627,620.98,14.98617545,0.024133105
20221221_134352,615,,2628,620.94,15.0345192,0.024212515
20221221_134352,637,,2629,620.89,15.06276096,0.024259951
20221221_134353,612,,2630,620.95,15.05100755,0.024238679
20221221_134353,610,,2631,620.92,15.0216544,0.024192576
20221221_134353,622,,2632,621.15,15.05972956,0.024244916
20221221_134353,616,,2633,621.41,15.08969479,0.024282993
20221221_134353,613,,2634,621.58,15.19182396,0.024440658
20221221_134353,624,,2635,621.81,15.28033991,0.024573969
20221221_134353,600,,2636,621.94,15.25991646,0.024535995
20221221_134353,630,,2637,621.88,15.26353018,0.024544173
20221221_134353,626,,2638,622.01,15.1300724,0.024324484
20221221_134353,608,,2639,622.07,15.17391102,0.02439261
20221221_134353,647,,2640,622.14,15.20833105,0.024445191
20221221_134353,631,,2641,622.33,15.1484606,0.024341524
20221221_134353,628,,2642,622.04,14.94766628,0.024030072
20221221_134353,642,,2643,621.81,14.9853093,0.024099499
20221221_134353,637,,2644,621.58,15.06563418,0.024237643
20221221_134353,614,,2645,621.37,14.92381664,0.024017601
20221221_134353,642,,2646,620.94,15.08750235,0.024297843
20221221_134353,652,,2647,621.05,15.07648849,0.024275805
20221221_134354,651,,2648,620.75,14.95337873,0.024089213
20221221_134354,617,,2649,620.18,14.83606036,0.023922184
20221221_134354,642,,2650,619.43,15.15459393,0.024465386
20221221_134354,634,,2651,619.13,15.49627195,0.025029109
20221221_134354,626,,2652,618.79,15.36182794,0.024825592
20221221_134354,624,,2653,618.59,15.29183779,0.024720474
20221221_134354,628,,2654,618.55,15.27748393,0.024698867
20221221_134354,597,,2655,618.74,15.46296978,0.024991062
20221221_134354,635,,2656,618.61,15.43896095,0.024957503
20221221_134354,612,,2657,619.03,15.41641196,0.024904144
20221221_134354,624,,2658,618.88,15.33220022,0.024774108
20221221_134354,610,,2659,618.93,15.31768305,0.024748652
20221221_134354,616,,2660,619.07,15.42807031,0.024921366
20221221_134354,608,,2661,619.14,15.40236109,0.024877025
20221221_134354,613,,2662,618.99,15.50594216,0.025050392
20221221_134354,612,,2663,619.22,15.51185926,0.025050643
20221221_134354,615,,2664,619.43,15.56884677,0.02513415
20221221_134354,603,,2665,619.57,15.56430454,0.02512114
20221221_134355,621,,2666,619.81,15.67774914,0.025294444
20221221_134355,603,,2667,620.01,15.58845403,0.025142262
20221221_134355,602,,2668,619.91,15.61409296,0.025187677
20221221_134355,601,,2669,620.09,15.52065746,0.025029685
20221221_134355,621,,2670,620.12,15.4882034,0.024976139
20221221_134355,635,,2671,620.24,15.38470971,0.024804446
20221221_134355,601,,2672,620.23,15.38453572,0.024804566
20221221_134355,625,,2673,619.91,15.40700025,0.024853608
20221221_134355,628,,2674,620.13,15.29088657,0.02465755
20221221_134355,625,,2675,619.71,15.726382,0.025377002
20221221_134355,602,,2676,619.45,15.80268165,0.025510827
20221221_134355,630,,2677,619.06,16.1419336,0.02607491
20221221_134355,611,,2678,619.26,16.05207435,0.025921381
20221221_134355,636,,2679,619.07,16.0361051,0.025903541
20221221_134355,634,,2680,619.32,16.1037545,0.026002316
20221221_134355,616,,2681,619.02,16.06928182,0.025959229
20221221_134355,606,,2682,618.9,16.00094694,0.025853849
20221221_134356,611,,2683,618.81,16.04267982,0.025925049
20221221_134356,612,,2684,618.91,15.99311405,0.025840775
20221221_134356,604,,2685,619,15.97346284,0.025805271
20221221_134356,651,,2686,619.08,15.95807639,0.025777083
20221221_134356,621,,2687,619.12,15.92487413,0.025721789
20221221_134356,618,,2688,618.72,15.61537704,0.025238197
20221221_134356,602,,2689,618.62,15.63263874,0.02527018
20221221_134356,598,,2690,618.43,15.75523322,0.025476179
20221221_134356,631,,2691,618.73,15.72481472,0.025414663
20221221_134356,632,,2692,618.97,15.58778011,0.025183418
20221221_134356,625,,2693,618.6,15.73774977,0.025440915
20221221_134356,627,,2694,618.55,15.70265049,0.025386227
20221221_134356,620,,2695,618.45,15.6929985,0.025374725
20221221_134356,640,,2696,618.24,15.71791746,0.02542365
20221221_134356,630,,2697,618.06,15.80040915,0.025564523
20221221_134356,660,,2698,618.17,15.99182556,0.025869624
20221221_134356,633,,2699,617.91,16.00889589,0.025908135
20221221_134356,628,,2700,617.33,15.51151739,0.025126784
20221221_134357,631,,2701,617.13,15.43618666,0.025012861
20221221_134357,633,,2702,617.1,15.4177518,0.024984203
20221221_134357,607,,2703,616.82,15.41701801,0.024994355
20221221_134357,624,,2704,616.34,15.65358577,0.025397647
20221221_134357,604,,2705,616.24,15.74552686,0.025550965
20221221_134357,608,,2706,616.06,15.75880065,0.025579977
20221221_134357,620,,2707,616.03,15.78482522,0.025623468
20221221_134357,628,,2708,616.29,15.86514826,0.025742992
20221221_134357,607,,2709,616.27,15.86168435,0.025738206
20221221_134357,606,,2710,616.19,15.82205021,0.025677227
20221221_134357,616,,2711,616.3,15.79572887,0.025629935
20221221_134357,585,,2712,616.43,15.76356559,0.025572353
20221221_134357,616,,2713,616.39,15.76974152,0.025584032
20221221_134357,607,,2714,616.92,15.59375684,0.025276789
20221221_134357,657,,2715,616.72,15.73330765,0.025511265
20221221_134357,651,,2716,616.88,15.71480676,0.025474658
20221221_134357,641,,2717,616.39,15.20691961,0.024670938
20221221_134357,625,,2718,616.18,14.86530772,0.024124944
20221221_134358,615,,2719,615.95,14.65383392,0.023790622
20221221_134358,600,,2720,615.57,14.90729264,0.024217055
20221221_134358,637,,2721,615.53,14.91420244,0.024229855
20221221_134358,607,,2722,615.8,14.87455967,0.024154855
20221221_134358,607,,2723,615.59,14.71966664,0.023911478
20221221_134358,613,,2724,615.79,14.73763478,0.023932891
20221221_134358,620,,2725,615.84,14.71597771,0.023895781
20221221_134358,601,,2726,615.53,15.09796628,0.0245284
20221221_134358,610,,2727,615.6,15.135082,0.024585903
20221221_134358,621,,2728,615.54,15.20527553,0.024702335
20221221_134358,634,,2729,615.28,15.51999688,0.025224283
20221221_134358,635,,2730,615.23,15.50943343,0.025209163
20221221_134358,636,,2731,614.44,16.5226016,0.026890505
20221221_134358,639,,2732,614.01,16.5416493,0.026940358
20221221_134358,639,,2733,613.55,16.56354461,0.026996243
20221221_134358,626,,2734,613.07,16.51400079,0.026936566
20221221_134358,618,,2735,612.66,16.37207527,0.026722938
20221221_134358,613,,2736,612.24,16.56399893,0.027054748
20221221_134359,636,,2737,612.17,16.55419932,0.027041834
20221221_134359,633,,2738,611.69,17.21268912,0.028139563
20221221_134359,627,,2739,611.5,17.04569023,0.027875209
20221221_134359,618,,2740,611.34,16.9164435,0.027671089
20221221_134359,608,,2741,611.19,16.84252374,0.027556936
20221221_134359,605,,2742,611.16,16.83294029,0.027542608
20221221_134359,621,,2743,611.26,16.84367819,0.027555669
20221221_134359,594,,2744,611.2,16.87685643,0.027612658
20221221_134359,625,,2745,611.02,16.86726553,0.027605096
20221221_134359,612,,2746,611.14,16.78745323,0.027469079
20221221_134359,595,,2747,611.09,16.75316644,0.027415219
20221221_134359,576,,2748,610.91,16.83976475,0.02756505
20221221_134359,587,,2749,611.26,16.86944521,0.027597823
20221221_134359,608,,2750,611.4,16.63026327,0.0272003
20221221_134359,614,,2751,611.45,16.56354461,0.02708896
20221221_134359,622,,2752,611.31,16.65192985,0.027239747
20221221_134359,643,,2753,611.13,16.71970651,0.027358674
20221221_134400,615,,2754,610.9,16.726861,0.027380686
20221221_134400,639,,2755,610.57,16.40968856,0.026876015
20221221_134400,620,,2756,610.4,16.45133626,0.02695173
20221221_134400,617,,2757,609.94,16.28584314,0.02670073
20221221_134400,638,,2758,609.79,16.26130997,0.026667066
20221221_134400,617,,2759,609.8,16.26609537,0.026674476
20221221_134400,601,,2760,609.41,16.04922667,0.02633568
20221221_134400,631,,2761,609.22,16.07091607,0.026379495
20221221_134400,634,,2762,609.11,16.16511708,0.026538913
20221221_134400,626,,2763,608.72,16.10199812,0.026452225
20221221_134400,639,,2764,608.4,15.91137069,0.026152812
20221221_134400,623,,2765,608.29,15.82626317,0.026017628
20221221_134400,611,,2766,607.87,15.55807303,0.025594408
20221221_134400,621,,2767,607.47,15.67888305,0.025810136
20221221_134400,605,,2768,607.23,15.80746212,0.026032084
20221221_134400,613,,2769,606.99,15.77845033,0.02599458
20221221_134400,620,,2770,606.93,15.79749053,0.026028521
20221221_134400,603,,2771,606.84,15.78819403,0.026017062
20221221_134401,623,,2772,606.68,15.73446324,0.025935358
20221221_134401,583,,2773,606.61,15.76653853,0.025991228
20221221_134401,602,,2774,606.4,15.68567512,0.025866878
20221221_134401,586,,2775,606.54,15.53648037,0.025614931
20221221_134401,622,,2776,606.54,15.53648037,0.025614931
20221221_134401,611,,2777,606.82,15.41439705,0.025401927
20221221_134401,636,,2778,606.72,15.34721374,0.025295381
20221221_134401,606,,2779,606.94,15.56532017,0.025645567
20221221_134401,622,,2780,606.7,15.29540764,0.025210825
20221221_134401,607,,2781,606.68,15.29763961,0.025215335
20221221_134401,616,,2782,606.53,15.21924287,0.025092317
20221221_134401,620,,2783,606.7,15.31916341,0.025249981
20221221_134401,620,,2784,606.72,15.33272726,0.025271505
20221221_134401,608,,2785,606.32,15.50358707,0.025569975
20221221_134401,611,,2786,605.93,15.64586304,0.025821238
20221221_134401,611,,2787,605.56,16.02921575,0.02647007
20221221_134401,599,,2788,605.47,16.02362839,0.026464777
20221221_134401,632,,2789,605.16,16.21429722,0.026793405
20221221_134402,622,,2790,605,16.35403759,0.027031467
20221221_134402,594,,2791,604.6,16.17517739,0.026753519
20221221_134402,627,,2792,604.57,16.14533425,0.026705484
20221221_134402,615,,2793,604.65,16.11221696,0.026647179
20221221_134402,606,,2794,604.18,16.13915497,0.026712495
20221221_134402,602,,2795,603.78,16.36242308,0.027099975
20221221_134402,651,,2796,603.6,16.43659381,0.027230937
20221221_134402,604,,2797,603.38,16.60459958,0.027519307
20221221_134402,602,,2798,602.89,15.89288323,0.026361166
20221221_134402,613,,2799,603,15.93864499,0.026432247
20221221_134402,625,,2800,603.15,15.99960542,0.026526744
20221221_134402,603,,2801,602.27,17.77403338,0.029511736
20221221_134402,585,,2802,601.38,18.82174758,0.031297595
20221221_134402,597,,2803,600.97,19.22826991,0.031995391
20221221_134402,606,,2804,601.33,19.2632245,0.032034365
20221221_134402,601,,2805,601.35,19.25972141,0.032027474
20221221_134402,634,,2806,601.53,19.38730971,0.032229996
20221221_134402,618,,2807,601.63,19.41032475,0.032262894
20221221_134403,620,,2808,601.4,19.15750769,0.031854852
20221221_134403,618,,2809,601.14,19.10630548,0.031783454
20221221_134403,619,,2810,601.12,19.08740131,0.031753063
20221221_134403,612,,2811,601.17,19.13854591,0.031835497
20221221_134403,638,,2812,601.19,19.15840138,0.031867465
20221221_134403,596,,2813,600.95,19.17193603,0.031902714
20221221_134403,623,,2814,600.59,18.80366126,0.031308649
20221221_134403,608,,2815,600.59,18.80366126,0.031308649
20221221_134403,630,,2816,600.51,18.72420515,0.031180505
20221221_134403,618,,2817,600.39,18.71416846,0.03117002
20221221_134403,587,,2818,599.64,19.0159529,0.031712282
20221221_134403,611,,2819,599.54,18.94458692,0.031598537
20221221_134403,627,,2820,599.59,18.91773525,0.031551119
20221221_134403,616,,2821,599.06,19.33271681,0.032271754
20221221_134403,627,,2822,598.87,19.14783264,0.031973271
20221221_134403,612,,2823,598.49,19.18148044,0.032049793
20221221_134403,582,,2824,598.43,19.10061345,0.031917874
20221221_134403,627,,2825,598.36,19.06316984,0.031859031
20221221_134404,595,,2826,598.88,19.31989083,0.032260037
20221221_134404,584,,2827,598.53,19.12133242,0.031947158
20221221_134404,616,,2828,598.83,19.29989533,0.032229339
20221221_134404,555,,2829,599,19.24273443,0.032124765
20221221_134404,592,,2830,598.76,19.17812306,0.032029733
20221221_134404,590,,2831,599.32,18.69904119,0.031200429
20221221_134404,591,,2832,599.46,18.69609153,0.031188222
20221221_134404,598,,2833,599.79,18.81826697,0.031374759
20221221_134404,584,,2834,599.84,18.80131094,0.031343877
20221221_134404,611,,2835,599.65,18.91574888,0.031544649
20221221_134404,565,,2836,599.83,18.85085267,0.031426992
20221221_134404,617,,2837,599.74,18.81844142,0.031377666
20221221_134404,617,,2838,600.11,18.48936085,0.030809953
20221221_134404,612,,2839,599.9,18.41469549,0.030696275
20221221_134404,615,,2840,599.87,18.38898166,0.030654945
20221221_134404,618,,2841,599.6,18.40728885,0.030699281
20221221_134404,599,,2842,598.92,19.07649672,0.031851494
20221221_134405,603,,2843,597.99,20.36063492,0.034048454
20221221_134405,606,,2844,597.72,20.52546091,0.034339592
20221221_134405,620,,2845,597.46,20.6223474,0.0345167
20221221_134405,594,,2846,597.41,20.60748859,0.034494717
20221221_134405,630,,2847,597.48,20.69669373,0.034639977
20221221_134405,590,,2848,597.71,20.78523903,0.034774789
20221221_134405,592,,2849,597.74,20.83442179,0.034855325
20221221_134405,594,,2850,597.99,20.89052513,0.034934573
20221221_134405,596,,2851,598.15,20.90545093,0.034950181
20221221_134405,599,,2852,598.08,20.93119078,0.034997309
20221221_134405,610,,2853,598.04,20.93902644,0.035012752
20221221_134405,598,,2854,597.9,20.97930678,0.03508832
20221221_134405,593,,2855,597.94,21.00640595,0.035131294
20221221_134405,605,,2856,598.07,21.04696768,0.035191479
20221221_134405,618,,2857,598.16,21.04431111,0.035181743
20221221_134405,599,,2858,598.26,21.10082578,0.035270327
20221221_134405,598,,2859,597.92,21.05340971,0.035211081
20221221_134405,590,,2860,597.97,21.06193608,0.035222396
20221221_134406,592,,2861,598.17,21.15696747,0.035369489
20221221_134406,602,,2862,598.52,21.30939945,0.035603488
20221221_134406,615,,2863,598.99,21.6792481,0.036193005
20221221_134406,597,,2864,599.14,21.75205552,0.036305464
20221221_134406,583,,2865,599.16,21.76769917,0.036330361
20221221_134406,587,,2866,599.29,21.79347275,0.036365487
20221221_134406,597,,2867,599.47,21.7318158,0.036251715
20221221_134406,599,,2868,599.68,21.71155257,0.03620523
20221221_134406,604,,2869,599.45,21.86153626,0.036469324
20221221_134406,604,,2870,599.57,21.89195461,0.036512758
20221221_134406,596,,2871,599.49,21.89021967,0.036514737
20221221_134406,602,,2872,599.46,21.88603171,0.036509578
20221221_134406,597,,2873,599.83,22.13825018,0.036907541
20221221_134406,602,,2874,599.95,22.1826099,0.036974098
20221221_134406,614,,2875,599.93,22.18619782,0.036981311
20221221_134406,612,,2876,600.05,22.2299166,0.037046774
20221221_134406,633,,2877,599.82,22.20309379,0.037016261
20221221_134406,612,,2878,599.82,22.20309379,0.037016261
20221221_134407,604,,2879,599.21,22.12010147,0.036915441
20221221_134407,607,,2880,598.88,22.17345761,0.037024876
20221221_134407,624,,2881,598.96,22.20652375,0.037075136
20221221_134407,618,,2882,598.81,22.20232721,0.037077416
20221221_134407,580,,2883,598.17,22.39049898,0.037431665
20221221_134407,581,,2884,597.51,22.76959474,0.038107471
20221221_134407,571,,2885,597.72,22.70321474,0.037983027
20221221_134407,602,,2886,597.92,22.64244695,0.03786869
20221221_134407,580,,2887,598.24,22.48371801,0.037583107
20221221_134407,583,,2888,598.44,22.60612235,0.037775086
20221221_134407,592,,2889,598.51,22.55923516,0.037692328
20221221_134407,619,,2890,598.71,22.50894098,0.037595732
20221221_134407,602,,2891,598.51,22.65752712,0.037856556
20221221_134407,580,,2892,597.97,22.80725341,0.038141133
20221221_134407,575,,2893,597.33,23.57796223,0.039472255
20221221_134407,588,,2894,597.11,23.84245217,0.039929749
20221221_134407,580,,2895,597.13,23.82455019,0.039898431
20221221_134407,602,,2896,596.95,23.96182781,0.040140427
20221221_134408,615,,2897,597,23.93129898,0.040085928
20221221_134408,617,,2898,596.48,24.38225883,0.040876909
20221221_134408,525,,2899,596.1,24.38682373,0.040910625
20221221_134408,536,,2900,595.79,24.31539189,0.040812017
20221221_134408,562,,2901,596.42,23.25579324,0.03899231
20221221_134408,621,,2902,597.09,22.44863722,0.03759674
20221221_134408,599,,2903,597.63,22.24457941,0.037221323
20221221_134408,624,,2904,597.6,22.21474622,0.03717327
20221221_134408,611,,2905,597.42,22.27612755,0.037287214
20221221_134408,611,,2906,597.11,22.11763545,0.037041141
20221221_134408,592,,2907,596.9,22.0840909,0.036997974
20221221_134408,618,,2908,596.71,22.04325179,0.036941315
20221221_134408,623,,2909,597.02,22.19381113,0.037174318
20221221_134408,621,,2910,596.77,22.09568494,0.037025462
20221221_134408,588,,2911,596.54,21.93904319,0.036777154
20221221_134408,602,,2912,596.25,21.80370416,0.036568057
20221221_134408,596,,2913,596.32,21.78818139,0.036537734
20221221_134409,615,,2914,596.3,21.78383239,0.036531666
20221221_134409,596,,2915,596.38,21.79740509,0.036549524
20221221_134409,555,,2916,596.17,21.71721609,0.036427892
20221221_134409,608,,2917,596.07,21.74101695,0.036473933
20221221_134409,592,,2918,596.45,21.34439817,0.035785729
20221221_134409,558,,2919,596.13,21.40926591,0.035913754
20221221_134409,608,,2920,596.25,21.41951107,0.035923708
20221221_134409,578,,2921,596.44,21.159481,0.035476294
20221221_134409,621,,2922,596.16,21.19020166,0.035544487
20221221_134409,605,,2923,596.2,21.15932824,0.035490319
20221221_134409,634,,2924,595.84,21.03903059,0.035309866
20221221_134409,592,,2925,595.82,21.03118416,0.035297882
20221221_134409,625,,2926,595.11,20.92743354,0.035165656
20221221_134409,601,,2927,595.02,20.96027026,0.035226161
20221221_134409,592,,2928,594.58,20.78566911,0.034958574
20221221_134409,611,,2929,594.35,20.84108947,0.035065348
20221221_134409,606,,2930,594.26,20.87075185,0.035120573
